9781886913028,3.625
9780307705266,3.16666666665
9780874771930,3.0
9781516806348,2.2
9780060287047,2.8375
9780575075573,3.625
9781841493893,1.7
9780140236415,2.2
9780393337815,0.8375
9780895944757,3.6625
9781412115599,4.67
9780874776386,2.45833333335
9780450006517,2.55
9780837176970,1.9
9781101568507,2.05
9780879977429,2.55
9781484180761,2.3
9780747202370,2.75
9780399110719,1.6
9780140311198,1.75
9781572702653,3.1875
9780140129588,3.825
9780395264706,3.3375
9780886775896,5.0
9785170119516,3.1
9788184000573,2.175
9798189815065,2.25
9780006550686,3.95
9784003234259,1.0875
9780553293197,3.25
9781580080934,3.4
9789380658742,2.375
9780345289155,2.9
9780446390385,4.3
9781582970684,2.8
9780679444626,0.875
9780982922804,1.70833333335
9780575006515,1.5
9780061130366,3.61666666665
9780143066569,3.05
9780425052167,2.7
9788185986005,4.76666666665
9780099541523,2.48333333335
9788171673407,4.1
9780380975853,3.2625
9780804011648,2.45
9781596880481,3.4
9781448215164,3.0
9781579905125,4.0
9781590192689,5.2
9780575032118,3.85
9782221037065,1.5
9780140120493,3.35
9780763762711,0.5
9781497564350,3.3875
9780007432974,1.95
9780824840952,1.15
9780141027289,2.825
9781573223591,1.65
9781250056887,3.175
9781419723445,2.5125
9781400096206,2.21666666665
9780713905847,3.25
9781780874043,2.25
9780312868253,1.6
9783735101693,0.3625
9781416562603,2.65
9780394280448,1.65
9780330245791,2.1
9780586039397,1.7
9780143065883,1.8
9780879970307,3.33333333335
9781582975276,2.66666666665
